Model,Accuracy,Balanced Accuracy,ROC AUC,F1 Score,Time Taken
CalibratedClassifierCV,0.939226914817466,0.6098118708261202,0.6098118708261202,0.9235204726455062,2.1196823120117188
CalibratedClassifierCV,0.5636729881104451,0.3709247430335758,,0.4746862566256486,6.716257333755493
CalibratedClassifierCV,0.9166666666666666,0.9166666666666669,0.9166666666666669,0.916083916083916,0.0297610759735107
CalibratedClassifierCV,0.4838709677419355,0.5016835016835017,,0.3809429280397023,0.0473055839538574
