Model,Accuracy,Balanced Accuracy,ROC AUC,F1 Score,Time Taken
AdaBoostClassifier,0.9374373657838224,0.6005777906421514,0.6005777906421514,0.920869300366882,2.8810365200042725
AdaBoostClassifier,0.5766434116144247,0.3927906948155212,,0.5095955646848573,4.748038768768311
AdaBoostClassifier,1.0,1.0,1.0,1.0,0.0967211723327636
AdaBoostClassifier,0.6129032258064516,0.6026936026936027,,0.6095356256646579,0.091785192489624
