Model,Accuracy,Balanced Accuracy,ROC AUC,F1 Score,Time Taken
RandomForestClassifier,0.9398711524695776,0.604186139907438,0.604186139907438,0.9230867680497702,7.207753419876099
RandomForestClassifier,0.5778716714159379,0.3990914625076462,,0.522786701414384,18.72881865501404
RandomForestClassifier,1.0,1.0,1.0,1.0,0.1297836303710937
RandomForestClassifier,0.7096774193548387,0.7003367003367004,,0.7030360531309298,0.1348452568054199
